,text,question
122,"This can be shown as a gradient descent 
algorithm when the los s function is the squared error:  
𝐿(𝑦,𝐹(𝑥))= 1
2(𝑦−𝐹(𝑥))2 
c. Let the summation of this loss function be denoted as J. The goal is to minimize J by 
adjusting F(xi), the function of a particular instance.  
𝐽= ∑𝐿(𝑦𝑖,𝐹(𝑥𝑖))
𝑖 
𝑑𝐽
𝑑𝐹(𝑥𝑖)=𝑑(∑𝐿(𝑦𝑖,𝐹(𝑥𝑖)) 𝑖 )
𝑑𝐹(𝑥𝑖)=𝐹𝑚(𝑥𝑖)− 𝑦𝑖 
d. Thus, errors are equal to the negative gradient of the squared error loss function:  
𝑓(𝑥)=𝑦−𝐹𝑚(𝑥)=−𝑑(∑𝐿(𝑦𝑖,𝐹(𝑥𝑖)) 𝑖 )
𝑑𝐹(𝑥𝑖) 
 
Figure 3 . Tree Boosting Algorithm . Mitchell, Rory, and Eibe Frank. “Accelerating the XGBoost Algorithm Using GPU 
Computing.” PeerJ Computer Science , vol. 3, July 2017, pp. 3-4. DOI.org (Crossref) , doi: 10.7717/peerj -cs.127 .",How are errors related to the negative gradient of the squared error loss function in the context of the tree boosting algorithm?
123,"Merekar 16 
 
By adding a model that approximates this, the loss function is further minimized (Mitchell and 
Frank 3 -4). 
Often in the building phase, this algorithm will produce the strongest model in all facets 
of evaluation as it is inherently robust. Some of the drawbacks to this is that Tree Boosting tends 
to overfit but can also be corrected by adjusting tree sizes by p runing (Chen and Guestrin 3 -5). 
With these models, missing values were filled by using the mode of respective variables.  
4. Artificial Neural Networks (Deep Learning)  
 Neural Networks have recently been adapted as a viable data analytic method. These 
networks  aim to emulate that of the human brain, as they contain “neurons” (linear or non -linear 
computing elements) interconnected in complex ways and organized in layers.  
 A simple perceptron 2 constructs a linear combination of the inputs called the net input. 
Thereafter, an activation function is linked to produce an output, this maps any real input to a 
bounded range. A functional link network introduces a hidden layer in the network. This uses 
nonlinear activation functions to produce a fully nonlinear model (in parameters). Th e resulting 
model is known as an MLP or multilayer perceptron. These models are flexible, general purpose, 
and non -linear and have the ability to yield multiple outputs from many inputs. Given enough 
data, this can approximate to a desir ed degree of accuracy. During building, numerical values 
were filled by using mean imputation, while categorical ones were omitted. An illustration of a 
sample neural network may be found in the Appendix  (Fig. C) (Sarle 2 -5). 
5. Stacking  
Stacking is a n approach for building up classifier ensembles; this refers to a collection of 
classifiers in which their decisions are put together to classify new instances. The algorithm
 
2. A perceptron is a single -layer Neural Network. An interconnected system of perceptrons (MLP) yields a Neural 
Network.",What is Stacking in the context of classifier ensembles? How does it differ from other approaches to building classifier ensembles? Provide an example of how stacking works in practice.
124,"Merekar 17 
 
combines multiple classifiers to induce a higher -level classifier with improved p redictive 
performance (Sakkis et al. 1 -2). In this study, two variants are used. “Best of Family” combines 
the best models from each algorithm, and “All Models” merges all models in a given iteration of 
building. Missing values were handled by the base alg orithms of the ensemble.  
Resampling Methods  
 Generally, in Machine Learning projects, the researcher splits a given dataset into a 
training and test set based on a chosen ratio. The training set is used to build models upon, while 
the test set acts as a pr oxy for how the model will perform on future, unseen data. This method, 
known as the Hold -Out Method, introduces additional error.  
An important concept to understand in this domain is the bias-variance tradeoff  
(sometimes also referred to as the tradeoff between data -fit and complexity). The main point of 
model building is to showcase that it can generalize to unseen data. Maybe counter -intuitively, 
predictive performance is not maximized by learning the training data as precisely as possible. 
An extremely  close fit to the training data is typically not ideal because the model will pick up 
random fluctuations in the data (i.e. noise) and miss the “broader regularities” in the dataset 
(Briscoe and Feldman 3 -4). Using just the Hold -Out method can lead to high  bias, low variance, 
or vice -versa. An illustration of the bias -variance tradeoff may be found in the Appendix (Fig. 
D). 
 Alternatively, r esampling methods can be defined as iteratively fitting models on 
randomly drawn samples of given data. One of these methods, perhaps the most popular, is k-
Fold Cross Validation. The dataset is divided into k folds (row -wise), where each k – 1 folds 
becom e training sets while the remaining fold acts as a test set. An error value is calculated for 
the “test” fold, and finally, the average of each test fold becomes the overall error value","Discuss the advantages and disadvantages of using resampling methods, such as k-Fold Cross Validation, compared to the Hold-Out Method in Machine Learning projects."
125,"Merekar 18 
 
(Rodriguez et al. 569).  This was the resampling method of choice for t his project, with k = 5. An 
illustration may be found below:  
 
 
 
 
 
 
 
 
 
Compared to the simple Hold -Out method, k-Fold Cross Validation has advantages in 
both bias and variance. Bias is reduced in the sense that there are more observations “seen” by 
the model during training. Variance is also reduced due to the fact that there is smaller overlap 
between each training  set. Given these considerations, it is empirically proven that k = 5 or k = 
10 yield test errors that do not suffer from high bias nor very high variance (James et al. 181 -
184).  
Model Evaluation  
 At this point in the framework, multiple models have been b uilt and are ready to be 
compared. The models are constructed correctly and are assumed to be of the best quality 
possible. Before deployment of a model, it is vital to thoroughly evaluate each model, review 
steps taken to build the model, and justify it u sing the business context (Wirth and Hipp 6).  
 
Figure 4 . K-Fold Cross Validation . Ren, Qiubing, et al. “Tectonic Discrimination of Olivine in 
Basalt Using Data Mining Techniques Based on Major Elements: A Comparative Study from 
Multiple Perspectives.” Big Earth Data , vol. 3, no. 1, Jan. 2019, p. 14. DOI.org (Crossref) , 
doi:10.1080/20964471.2019.1572452 .","Based on the information provided, what are the recommended values for k in k-Fold Cross Validation to yield test errors that do not suffer from high bias nor very high variance?"
126,"Merekar 19 
 
 Confusion matrices are used in evaluation of problems of binary classification. It is a 2x2 
table formed by counting the number of the four outcomes of a binary classifier. The two 
“classes” are actual and pr edicted with a positive/negative value for each. The four cells are 
filled with the number of True Positives (TP), False Positives (FP), False Negatives (FN), and 
True Negatives (TN) (Amornsamankul et al. 5).  
In this project, the outcome s of “Died” or “Has not died” are examined. True Positives in 
this case refer to the number of “Died” predicted when the actual value was also “Died.” False 
Positives are the number of “Has not died” predicted when the outcome was actually “Died.” 
False Negatives are the number of predict ed “Died” when the actual was “Has not died.” True 
Negatives are the number of predicted “Has not died” when the actual classification was “Has 
not died”. In this case, False Negatives are more costly than False Positives, so the metric of 
Sensitivity (Rec all) is also relevant in this study.",Why is the metric of Sensitivity (Recall) important in the study mentioned in the context information? How does it relate to the cost of False Negatives versus False Positives?
127,"5).  
In this project, the outcome s of “Died” or “Has not died” are examined. True Positives in 
this case refer to the number of “Died” predicted when the actual value was also “Died.” False 
Positives are the number of “Has not died” predicted when the outcome was actually “Died.” 
False Negatives are the number of predict ed “Died” when the actual was “Has not died.” True 
Negatives are the number of predicted “Has not died” when the actual classification was “Has 
not died”. In this case, False Negatives are more costly than False Positives, so the metric of 
Sensitivity (Rec all) is also relevant in this study.  
 
 
From this, prediction accuracy, sensitivity (recall), and specificity may be derived:  
𝐴𝑐𝑐𝑢𝑟𝑎𝑐𝑦 = 𝑇𝑃+𝑇𝑁
𝑇𝑃+𝑇𝑁+𝐹𝑃+𝐹𝑁 
𝑆𝑒𝑛𝑠𝑖𝑡𝑖𝑣𝑖𝑡𝑦  (𝑅𝑒𝑐𝑎𝑙𝑙 )= 𝑇𝑃
𝑇𝑃+𝐹𝑁 
𝑆𝑝𝑒𝑐𝑖𝑓𝑖𝑐𝑖𝑡𝑦 =𝑇𝑁
𝑇𝑁+𝐹𝑃   Predicted Class  
  Died  Has not died  
Actual Class  Died  TP FP 
Has not died  FN TN 
Figure 5 . One -year Mortality Confusion Matrix .","Using the provided formulas, calculate the prediction accuracy, sensitivity (recall), and specificity based on the values in the 'One-year Mortality Confusion Matrix'."
128,"Merekar 20 
 
Key Metric: Area Under the Receiver Operating Characteristic Curve (AUC)  
 The Receiver Operating Characteristic Curve (ROC Curve) has been identified as a 
viable soluti on of visualizing a classifier’s performance in order to select an optimal decision 
threshold. The term was coined during World War II when it was used in “Signal Detection 
Theory” for radars, but later made its way to diagnostic medicine. It was determine d that an 
“ideal” threshold is almost always a trade -off between sensitivity (True Positives) and specificity 
(True Negatives). Since it may be difficult for a researcher to imagine an ideal “cut -off”, this 
concept was visualized. The Y -Axis represents Sen sitivity while the X -Axis represents 
Specificity. In theory, a researcher would want to achieve both high Sensitivity and Specificity, 
but this is far from practical in application. Hence, there is a trade -off, and either one of the two 
metrics can be opti mized (Bradley 1145).  
 The area under the ROC Curve (referred to as AUC) is widely recognized as the measure 
of a diagnostic test’s discriminatory power. The value of AUC ranges from 0.0 to 1.0, where a 
value of 1.0 implies 100% sensitivity and specificity . A value of 0.5 indicates no discriminative 
value. This entails 50% sensitivity and 50% specificity  (Fan et al. 20) . In terms of this project, 
ROC curves were visualized for each model, and ranked based on AUC. Models with AUC ’s 
that performed better than  the baseline Logistic Regression were deemed the most useful . 
Variable Analysis  
 As there are greater than 400 variables in the full dataset, only significant variables were 
considered in individual variable analyses. Each model produced a list of important variables and 
these were brought to clinicians for validation. Additionally, to  further drill down the number of 
variables, the important variables  from the top model from each dataset was taken. These were 
then counted up to understand the shared important variables throughout all models .",Describe the process of variable analysis in the context of this project. How were significant variables identified and validated by clinicians? What was the significance of identifying shared important variables across all models?
129,"Merekar 21 
 
Chapter 5: Results  
 After the methodology wa s carried out, initial results were obtained for each model per 
dataset. These contain the top two models from each dataset, the baseline Logistic Regression, 
algorithms, AUC measures, Sensitivity, and dataset dimensions. A detailed table depicting all of 
these may be found below.  
 
Algorithm  AUC  Sensitivity (Recall)  
Full Dataset ( 32,018  Observations , 420  Variables)  
Logistic Regression  0.63683332  0.4190646  
 Stacking, All Models  0.681168  N/A 
Extreme Gradient Boosting  0.680403  0.41853034  
 Patients with no LVAD (10,912  Observations , 420  Variables ) 
Logistic Regression  0.57672026  0.45374164  
 Stacking, All Models  0.65443  N/A 
Extreme Gradient Boosting  0.653004  0.41827255  
 Patients with an LVAD (7,700  Observations , 420  Variables ) 
Logistic Regression  0.58331451  
 0.5547305  
 Stacking, All Models  0.65692  
 N/A 
Extreme Gradient Boosting  0.654315  
 0.43852264  
 Patients Recorded Before 2006 (13,406  Observations , 420  Variables ) 
Logistic Regression  0.61300899  
 0.57854533  
 Stacking with All Models  0.674364  
 N/A 
Extreme Gradient Boosting  0.67345  
 0.41904527  
 Patients Recorded After 2006 (18,612  Observations , 420  Variables ) 
Logistic Regression  0.60626572  
 0.46481952  
 Stacking, All Models  0.668372  
 N/A 
Extreme Gradient Boosting  0.66386  
 0.4589736  
 Table  1. Model Performance by Dataset and Algorithm.","Discuss the impact of dataset dimensions on the performance of the models. How does the number of observations and variables in each dataset influence the AUC and Sensitivity values for Logistic Regression, Stacking with All Models, and Extreme Gradient Boosting?"
130,"Merekar 22 
 
Female Donor Female Recipient (2,713  Observations , 420  Variables ) 
Logistic Regression  0.54148685  
 0.5008384  
 Stacking, Best of Family  0.662545  
 N/A 
Extreme Gradient Boosting  0.677088  
 0.53623605  
 Female Donor Male Recipient (2,730  Observations , 420  Variables ) 
Logistic Regression  0.570355  
 0.47577724  
 Stacking, Best of Family  0.647494  
 N/A 
Extreme Gradient Boosting  0.635834  
 
 0.42375335  
 Male Donor Female Recipient (2,713  Observations , 420  Variables ) 
Logistic Regression  0.5310544  
 0.5507362  
 Stacking, All Models  0.651886  
 N/A 
Extreme Gradient Boosting  0.664648  
 0.47671908  
 Male Donor Male Recipient (11,306  Observations , 420  Variables ) 
Logistic Regression  0.57988709  
 0.45201996  
 Stacking, All Models  0.650807  
 N/A 
Extreme Gradient Boosting  0.647327  
 0.41651163  
  
After the initial analysis, a subset of the full dataset was taken. The data was filtered on the basis 
of important variables from the Extreme Gradient Boosting Algorithm on the full dataset and 
models were ran again. The results are displayed below:  
 
Full Dataset with Significant Variables (32,018, 25)  
Algorithm  AUC  Sensitivity (Recall)  
Logistic Regression  0.6603  
 0.4304224  
 Stacking, All Models  0.671926  
 N/A 
Extreme Gradient Boosting  0.670706  
 0.4328194  
  Table  2. Model Performance: Full Dataset with Significant Variables and Algorithms.",Discuss the significance of the AUC and Sensitivity (Recall) values in evaluating the performance of the models on the Full Dataset with Significant Variables. How do these metrics help in assessing the predictive power of the models?
131,"Merekar 23 
 
Following that, more features were removed to make the model more interpretable. The top 16 
variables were chosen based on important variables  from the top model from each dataset. These 
were the significant variables that were most common throughout all m odels from all datasets. 
The models were run again, and the results are displayed below:  
 
Full Dataset with Clinically Significant Variables (32,018, 16) 
Algorithm  AUC  Sensitivity (Recall)  
Logistic Regression  0.6284  
 0.44540313  
 
 Stacking, Best of Family  0.6500 
 N/A 
Extreme Gradient Boosting  0.6491 
 0.46050477  
  
Clinically Significant  Variables  
 Analysis of variables included validation with clinicians. They were able to provide 
additional context as to whether or not models included variables that made sense from a 
physiological standpoint. The top 16 variables included in the most interpretable model are 
displayed on the next page.  Table  3. Model Performance: Full Dataset with Clinically Significant Variables and Algorithms.","Compare the performance of Logistic Regression, Stacking (Best of Family), and Extreme Gradient Boosting algorithms on the full dataset with clinically significant variables. Which algorithm performed the best in terms of AUC and sensitivity?"
132,"Merekar 24 
 
 Top 16 Clinically Significant Variables with Descriptions  
Variable  Description   
Creatinine  of Recipient  Waste product filtered by kidney; a build -up may lead to 
cardiovascular disease.  
 
 Total Bil irubin  of 
Recipient  Associated with liver complications; a strong predictor in 
heart failure.  
 Ischemic Time  The time an organ has spent cooling/warming before 
transplant.  
 
 Most Recent Creatinine 
Measurement  of Recipient  Most recent evaluation of creatinine levels for a recipient 
at the time of listing.  
Age of Donor  Median Age: 32 years old  
Age of Recipient  Median Age: 55 years old  
PVR  of Recipient  Pulmonary vascular resistance for recipient measured at 
listing.  
Right Ventricular Mass of 
Donor  Both estimates of the myocardial mass of that ventricle 
based on echocardiographic measurements.  
Right Ventricular Mass of 
Recipient   
Systolic Pressure of 
Recipient  Pulmonary artery systolic pressure in mm/Hg at 
registration.  
Predictive Heart Mass 
Ratio  Total heart myocardial mass estimated by echocardiogram 
of donor divided by that of the recipient.  
Albumin Measurement of 
Recipient  Albumin measured in the recipient plasma at registration.  
Distance  Distance between the donor and the recipient  in nautical 
miles.  
Cardiac Output  of 
Recipient  Cardiac output of the recipient at registration.  
Recipient Waiting Days  Total days on the UNOS waiting list.  
GPT Measurement of 
Donor  GPT Level measured at time of transplant.  Table  4. Top 16 Clinically Significant Variables with Descriptions.",Discuss the importance of the Predictive Heart Mass Ratio variable in the evaluation of potential heart transplant recipients.
133,"Merekar 25 
 
Chapter 6: Discussion & Insights  
After analyzing all datasets, it was apparent that advanced methods such as Tree Boosting 
(Extreme Gradient Boosting) and Stacking led to higher AUC’s than the baseline  Logistic 
Regression. This is because Tree Based algorithms are usually more complex. Although they 
may be prone to overfitting, pruning and correctly adjusting the number of trees resolves this 
issue. Logistic Regression is simpler to understand a nd less prone to overfitting, however, may 
not always grant optimal predictive performance.  
Running the Stacking algorithm on the full dataset yielded the highest AUC of about 
0.6810. Although this is significant, Stacking is just a collection of models, a nd cannot be truly 
used for interpretation. This is also why there were no Sensitivity metrics for those models. 
Aside from Stacking, Boosting also gave high results. When applied to the full dataset, the model 
created from this algorithm had an AUC of rou ghly 0.6804. In practice however, it would not be 
feasible for a cardiologist to assess 420 parameters (variables) when trying to understand the 
future of a patient. This brings in the idea of real -world use where models must be interpretable . 
When the ful l dataset was cut down by column, 25 variables remained. These were the most 
important variable s deemed by the Boosting model ran on  the full dataset. All algorithms were 
run on that subset of data and the Stacking algorithm yielded an AUC of 0.6719. The B oosting 
algorithm was very similar in performance, with a 0.6707 AUC. After counting recurring 
variables from all model variable importance plots, analysis was reduced to 16 variables. The 
Stacking algorithm gave an AUC of .6500 and the Boosting algorithm gave an AUC of .6491. 
This would be far more interpretable for clinicians as the parameters were brought down to only 
16 variables. Some performance is lost, but the difference is marginal (Fig. 6).","How did the reduction of variables from 420 to 16 impact the interpretability of the models for clinicians, and what was the trade-off in terms of performance?"
134,"Merekar 26 
 
 
 
 
 
 
 
 
 
 
The prior studies discussed in Chapter 3 did not achieve an AUC greater than 0.66 when 
using advanced learning techniques. Through optimal parameter tuning, the Tree Boosting 
algorithms were able to achieve higher performance. In those studies, however, th e trend was 
leaning towards Deep Learning being a long -term solution in this field. In this study, running the 
Deep Learning algorithm on the full dataset only produced an AUC of 0.5706. This could have 
been again, due to data quality issues as neural netw orks do not perform well on rather sparse 
datasets. Even after cleaning, the data was not suitable to implement an effective Deep Learning 
model.  
 From a clinical standpoint, the aforementioned variables are reasonable to build models 
with going forward. C reatinine levels are often greater in patients that are hospitalized with heart 
failure, which validates this variable as a driver of mortality (Smith et al. 14). Liver function 
abnormalities such as high levels of Total Bilirubin are also associated with higher morality (van 
Deursen et al.). Age of Recipient is a good indicator of mortality; older people generally have 
poorer health. Ischemic time and Age of Donor are also reasonable because these represent 
Figure 6. Visual Depiction of Trade -off Betw een Performance and Interpretability for Boosting Models. 
Average AUC on the Y -Axis corresponds to the average of the Top 2 models from the Full Dataset, Full 
Dataset with Significant Variables, and Full Dataset with Clinically Significant Variables.","Based on the visual depiction of the trade-off between performance and interpretability for boosting models in Figure 6, discuss the implications of choosing models with higher interpretability but lower performance versus models with higher performance but lower interpretability. How can this trade-off impact the practical application of predictive models in healthcare settings?"
135,"Merekar 27 
 
worse organ quality. Multiple studies have deemed  that age is an independent risk factor for 
mortality and argued that longer ischemi c times are associated with higher mortality outcomes 
(Kilic et al.).  
Another point to analyze is the comparisons of the row -wise dataset splits. Comparing the 
LVAD support datasets, it was apparent that there was not much of a difference between 
performance of those top models. The same can be said for time period, but models run on 
observations before 2006 yielded a marginally higher AUC. For Donor/Recipient gender 
combinations, it was found that the dataset containing Female Donors and Female Recipients 
gave an AUC of 0.6770. This exceeded the performance of all other Donor/Recipient gender 
combinations.  
Although the models ran on the row -wise splits did not  perform better than models from 
the full dataset with respect to AUC, they are useful in terms of Sensitivity. Albeit not discussed 
as thoroughly as AUC, it is meaningful to analyze this metric  in clinical decision making because 
in this case, False Negat ive Cases would be costly. The Tree Boosting model for the full dataset 
produced a Sensitivity of about .42. After running that algorithm on the Donor/Recipient gender 
combinations datasets, the average Sensitivity of the four was .463. Comparing those two  
metrics, Sensitivity of Donor/Recipient gender combinations saw an increase in Sensitivity by 
8% on average. This supports the claim that Donor/Recipient gender combinations add value in 
clinical decision making (see Fig. H in Appendix).","Why is Sensitivity considered important in clinical decision making, and how did the Sensitivity of Donor/Recipient gender combinations compare to the Tree Boosting model for the full dataset?"
136,"Merekar 28 
 
Chapter 7: Concl usion  
This project aim ed to leverage Machine Learning techniques to predict one -year 
mortality after a heart transplant. Predictive models were constructed to help clinicians better 
understand underlying patterns in data from Donors and Recipients. This wa y, correct procedures 
for treatment may be taken from a medicinal standpoint. This study was continuously validated 
by clinicians, from Data Preparation to Evaluation. The data was split based on clinical factors 
such as LVAD Support, Donor/Recipient Gende r Combinations, and Time Period of Transplant. 
Finally, specific features were selected based on the clinician’s ability to interpret the created 
models.  
As mentioned previously, performance and interpretability vary inversely. This trade -off 
is important to understand in deployment. From the analysis done in this work, the Extreme 
Gradient Boosting model applied to the full dataset with 25 variables is the optimal one. It serves 
as a “middle -ground” between AUC and number of variables. This model performed  better than 
those from prior studies and uses 25 variables. Although it is not the most interpretable, the 
model will perform similarly when exposed to future, unseen data.  
Essentially, there are two schools of thought. The data scientist wants to optimiz e model 
performance, while the clinicians strive for the simplest model to understand. To that end, from a 
clinical standpoint, the model with 16 variables may be the most optimal. There is a modest 
discrepancy in AUC when compared to the model with 25 var iables, and theoretically, the 
clinician would trade marginal model performance for interpretability. The system needs to be 
fed with new data and using 16 parameters rather than 25 is more convenient, easier to 
track/measure, and simpler to enforce data i ntegrity constraints upon.","How was the data split based on clinical factors in this project, and why was it done in that manner? Discuss the significance of selecting specific features based on the clinician's ability to interpret the created models."
137,"Merekar 29 
 
Chapter 8: Implications  
The last phase in the CRISP -DM Framework is Deployment  of a selected model. Rarely, 
creation of the model is not the end of the project as it still needs to be rolled out on a system, 
maintained, and updat ed periodically (Wirth and Hipp 7). It is important to continuously validate 
models built throughout the framework. By doing this, data scientists will be able to gain insight 
on whether or not models fit the context of the problem.  
Although there is a ne ed for the AI in healthcare as highlighted previously, there are a 
few pertinent issues when it comes to deployment and industry -wide adoption of these systems.  
Data Privacy  
 Data is essential for AI and model training, but some patients may be unwilling t o give 
other entities access to private records. Besides for training, a large data supply is needed for 
validation and improvement of these models. For widespread deployment, this sensitive data 
must be shared among numerous institutions. To combat this, these EHR’s must be anonymized 
and patients would need to be fairly informed. The shift to value -based care will support this, and 
further incentivize organizations to collect and ethically maintain this data for analysis (He et al. 
31). 
Data Standardizati on 
 From a data science standpoint, this is an important aspect to consider. Data 
standardization refers to the process of transforming data into a common format to be used for 
analysis. This way, it can be understood regardless of tools and methodologies (He et al. 33). In 
practice, data is collected in many different ways. It is stored in a variety of formats, databases, 
and information systems. Although this data may be formatted a certain way in one organization, 
if it is shared, another organization ma y not be able to properly interpret this for analysis. With",Why is data standardization important in the field of data science? How does data standardization help in ensuring that data can be understood regardless of tools and methodologies used for analysis?
138,"Merekar 30 
 
the complexity and volume of healthcare data in particular, this should occur in the initial phases 
of model development, even before the CRISP -DM Framework is carried out.  
Existing Workforce  
 There has been significant concern throughout multiple industries of Artificial 
Intelligence eliminating the need for human workers. Although some jobs have potential to be 
automated, this will likely limit overall job loss. In healthcare, c osts of automation  technologies 
and regulatory and social acceptance are some reasons as to why this may be curbed (Davenport 
and Kalakota 96).  
To overcome these aforementioned challenges, the workforce itself must understand that 
AI is not here to replace it. Inst ead, the workforce will be able to leverage it to augment existing 
workflows and decision making. For an industry -wide implementation, healthcare professionals 
must develop trust for these systems. Similarly, the onus is on patients to trust institutions t o 
handle their data ethically in hopes of improving their own outcomes .",Why is it important for healthcare professionals to develop trust in AI systems and for patients to trust institutions handling their data ethically?
139,"Merekar 31 
 
Chapter 9: Limitations & Future Directions  
 There are a few limitations this research has faced, the first being the time period of the 
queried data. The UNOS Data spans from 1990 -2016 and does not take into account records after 
that. With the increased importance of data collection in the space, i t is reasonable to assume that 
future records will follow specific constraints. This entails that the data will contain less errors, 
yielding a more thorough analysis. The second limitation would be the interpretation of the 
variables in the full dataset. These are generally subjective since there are over 400, so another 
set of clinicians could have understood these variables from a different perspective than in this 
study. Finally, although discussed thoroughly, it was impossible to complete the CRISP -DM 
Framework. The optimal model was limited to simulation and could not  be deployed in a real use 
case.  
 For future studies, researchers will be able to leverage “cleaner” data from UNOS as data 
standards begin to conform. Aside from that, some questions are posed to future data 
scientist/clinician teams that have not been explored in this study:  
Can mortality be predicted independent of time period?  
 This is particularly significant as this project was limited to one -year mortality. If this 
limitation was rem oved, clinicians would be able to understand what may contribute to 
shorter/longer mortality periods.  
How robust will these models be? How will they scale?  
 Models must adapt to rapid change as new data is collected. Another point to examine 
would be identifying how these models would scale. This is useful from a data science 
perspective, and with the emergence of enterprise -wide data and cloud computing, analytic 
solutions (e.g. Random Forest, Tree Boosting ) have potential to scale rather well .","Discuss the importance of examining the robustness and scalability of models in future studies, especially in the context of rapid data collection and emerging technologies like cloud computing."
140,"Merekar 32 
 
Appendix  
 
 
 
 
 
 
 
 
 
 
Figure A. Detailed Overview of the CRISP -DM Framework. Wirth, Rüdiger, and Jochen Hipp. 
CRISP -DM: Towards a Standard Process Model for Data Mining . p. 6.","According to the document, what is the purpose of the CRISP-DM framework?"
141,"Merekar 33 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Figure B. Sigmoidal Function in Logistic Regression. Note, the minimum value is 0 and the 
maximum value is 1. Logistic Regression Theory for Practitioners - Towards Data Science . 
https://towardsdatascience.com/the -data-scientists -field-guide -to-logistic -regression -part-1-
intuition -97084b11bd68 . Accessed 16 Apr. 2020.  
 
 
 
 
 
 
 
Figure C. Sample Artificial Neural Network. Management AI: Types Of Machine Learning Systems . 
https://www.forbes.com/sites /davidteich/2018/07/06/management -ai-types -of-machine -learning -
systems/#390b5ba832fb . Accessed 16 Apr. 2020.",Describe the sample artificial neural network shown in Figure C and its relevance in the field of management AI.
142,"Merekar 34 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Figure D. Bias -Variance Tradeoff. Bias and Variance in Machine Learning - Data Driven Investor - 
Medium. https://medium.com/datadriveninvestor/bias -and-variance -in-machine -learning -51fdd38d1f86 . 
Accessed 16 Apr. 2020.  
 
 
 
 
 
 
 
 
F",How does understanding the bias-variance tradeoff help in improving the overall performance of machine learning algorithms?
143,"Merekar 35 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Figure E. ROC Curve from Extreme Gradient Boosting Model Applied to Full Dataset . 
 
 
 
 
 
 
 
 
F 
Figure F. ROC Curve from Extreme Gradient Boosting Model Applied to Full Dataset  with Significant Variables.  
 
 
 
 
 
 
 
 
F 
Figure G. ROC Curve from Extreme Gradient Boosting Model Applied to Full Dataset  with Clinically Significant Variables.","What is the significance of including clinically significant variables in the Extreme Gradient Boosting model, as shown in Figure G?"
144,"Merekar 36 
 
 
0.4633050280.42567487
0.4 0.41 0.42 0.43 0.44 0.45 0.46 0.47XGBoost Recall Averages Donor/Recipient
Gender CombinationsXGBoost Recall Averages for Full Datasets
(No Row Splits)
SENSITIVITY (RECALL)SENSITIVITY MEASURES FOR TREE 
BOOSTING
Figure H. Sensitivity Comparisons: Full Datasets and Donor/Recipient Gender Combinations.  
 
 
 
 
 
 
 
F","What insights can be gained from the sensitivity comparisons shown in Figure H, regarding the performance of the XGBoost model on different datasets and gender combinations?"
145,"Merekar 37  
References  
Amornsamankul, Somkid , et al. “A Comparison of Machine Learning Algorithms and Their 
Applications.” International Journal of Simulation: Systems, Science & Technology , Aug. 2019, 
pp. 1 –17. DOI.org (Crossref) , doi: 10.501 3/IJSSST.a.20.04.08 . 
 
Beam, Andrew L., and Isaac S. Kohane. “Big Data and Machine Learning in Health Care.” JAMA , 
vol. 319, no. 13, Apr. 2018, pp. 1317 –18. DOI.org (Crossref) , doi: 10.1001/jama.2017.18391 . 
 
Blagus, Rok, and Lara Lusa. “SMOTE for High -Dimensional Class -Imbalanced Data.” BMC 
Bioinformatics , vol. 14, no. 1, Dec. 2013, pp. 1 –16. DOI.org (Crossref) , doi: 10.1186/1471 -2105 -
14-106. 
 
Bradley, Andrew P. “The Use of the Area under the ROC Curve in the Evaluation of Machine 
Learning Algorithms.” Pattern Recognition , vol. 30, no. 7, July 1997, pp. 1145 –59. DOI.org 
(Crossref) , doi: 10.1016/S0031 -3203(96)00142 -2. 
 
Briscoe, Erica, and Jacob Feldman. “Conceptual Complexity and the Bias/Variance Tradeoff.” 
Cognition , vol. 118, no. 1, Jan. 2011, pp. 2 –16. DOI.org (Crossref) , 
doi:10.1016/j.cognition.2010.10.004 . 
 
Burrill, Steve. “Health Care Outlook for 2019: Five Trends That Could Impact Health Plans, 
Hospitals, and Patients.” Deloitte United States .","How do big data and machine learning intersect in the healthcare industry, according to Beam and Kohane's 2018 article in JAMA?"
